All event log messages.
Date:	2018-03-18 10:55:39
System Name:	C11_R11_R12_05-101065
Controller Name:	192.168.0.11
Controller Id	05-101065

RobotWare: 6.03.02.00
Key:	
Options:	
	RobotWare Base
	687-1 Advanced Robot Motion
	613-1 Collision Detection
	709-1 DeviceNet Master/Slave
	689-1 Externally Guided Motion (EGM)
	617-1 FlexPendant Interface
	614-1 FTP and NFS client
	610-1 Independent Axis
	623-1 Multitasking
	604-1 MultiMove Coordinated
	612-1 Path Offset
	611-1 Path Recovery
	616-1 PC Interface
	888-2 PROFINET Controller/Device
	688-1 RobotStudio App Connect
	885-1 SoftMove
	603-1 Absolute Accuracy
	English
	608-1 World Zones
	976-1 T10 Jogging Device
	812-1 Production Manager

Robot1
Key:	
Options:	
	Drive System IRB 460/640/660/760/4600/66xx/6700
	IRB 4600-40/2.55 Type C
	ADU-790A in position X3
	ADU-790A in position Y3
	ADU-790A in position Z3

Robot2
Key:	
Options:	
	Drive System IRB 460/640/660/760/4600/66xx/6700
	IRB 4600-40/2.55 Type C
	ADU-790A in position Z3
	ADU-790A in position X3
	ADU-790A in position Y3

SAC
	Key:	
Options:	
	Standalone Controller
		XYZ with no TCP
			Standalone Controller
				XYZ with no TCP

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
534538    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:09:44 	Task: T_ROB12.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_12/rInitTask/WaitSyncTask/79.	{args: "T_ROB12", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_12/rInitTask/WaitSyncTask/79"}
534539    	W   	Program             	40706   	Load Error                              	2018-03-18 10:09:54 	Task: T_ROB11.The program module is already loaded. Program ref: /A019_Motion_11/r_A019_InitCellPro/iGPSConnect/74.	{args: "T_ROB11", "/A019_Motion_11/r_A019_InitCellPro/iGPSConnect/74", "Home:/iGPS/iGPS_OfflineData_Robot11.sys", "ERR_LOADED"}
534540    	W   	Program             	40706   	Load Error                              	2018-03-18 10:09:54 	Task: T_ROB12.The program module is already loaded. Program ref: /A019_Motion_12/r_A019_InitCellPro/iGPSConnect/74.	{args: "T_ROB12", "/A019_Motion_12/r_A019_InitCellPro/iGPSConnect/74", "Home:/iGPS/iGPS_OfflineData_Robot12.sys", "ERR_LOADED"}
534584    	W   	Program             	41617   	Too intense frequency of Write Instructions	2018-03-18 10:15:38 	A high usage frequency of user interface write instructions, such as TPWrite, has forced the program execution to slow down.	{args: }
535049    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:35:27 	Task: T_ROB11.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_11/rInitSpeed/WaitSyncTask/140.	{args: "T_ROB11", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_11/rInitSpeed/WaitSyncTask/140"}
535050    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:35:27 	Task: T_ROB12.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_12/rInitSpeed/WaitSyncTask/136.	{args: "T_ROB12", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_12/rInitSpeed/WaitSyncTask/136"}
535052    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:35:28 	Task: T_MASTER.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_Ma/rInitSpeed/WaitSyncTask/148.	{args: "T_MASTER", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_Ma/rInitSpeed/WaitSyncTask/148"}
535054    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:35:28 	Task: T_MASTER.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_Ma/rInitTask/WaitSyncTask/77.	{args: "T_MASTER", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_Ma/rInitTask/WaitSyncTask/77"}
535059    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:35:29 	Task: T_ROB11.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_11/rInitTask/WaitSyncTask/79.	{args: "T_ROB11", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_11/rInitTask/WaitSyncTask/79"}
535060    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:35:29 	Task: T_ROB12.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_12/rInitTask/WaitSyncTask/79.	{args: "T_ROB12", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_12/rInitTask/WaitSyncTask/79"}
535120    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:40:01 	Task: T_ROB11.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_11/rInitSpeed/WaitSyncTask/140.	{args: "T_ROB11", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_11/rInitSpeed/WaitSyncTask/140"}
535121    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:40:01 	Task: T_ROB12.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_12/rInitSpeed/WaitSyncTask/136.	{args: "T_ROB12", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_12/rInitSpeed/WaitSyncTask/136"}
535123    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:40:01 	Task: T_MASTER.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_Ma/rInitSpeed/WaitSyncTask/148.	{args: "T_MASTER", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_Ma/rInitSpeed/WaitSyncTask/148"}
535125    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:40:02 	Task: T_MASTER.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_Ma/rInitTask/WaitSyncTask/77.	{args: "T_MASTER", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_Ma/rInitTask/WaitSyncTask/77"}
535130    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:40:03 	Task: T_ROB11.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_11/rInitTask/WaitSyncTask/79.	{args: "T_ROB11", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_11/rInitTask/WaitSyncTask/79"}
535131    	W   	Program             	41630   	Unsafe Synchronization                  	2018-03-18 10:40:03 	Task: T_ROB12.To reach safe synchronization functionality, variable idRFL_InitTaskEnd should be used only one time, not in several SyncMoveOn, SyncMoveOff or WaitSyncTask instructions. Program ref: /RFL_Control_12/rInitTask/WaitSyncTask/79.	{args: "T_ROB12", "idRFL_InitTaskEnd", "SyncMoveOn, SyncMoveOff", "WaitSyncTask", "/RFL_Control_12/rInitTask/WaitSyncTask/79"}

Motion log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
534860    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:26:15 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534872    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:26:42 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534884    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:27:19 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534896    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:27:47 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534908    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:28:19 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534920    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:28:46 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534932    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:29:13 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534944    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:29:40 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534956    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:30:10 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534968    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:30:38 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534980    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:31:05 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
534992    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:31:33 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
535004    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:32:09 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
535015    	W   	Motion              	50024   	Corner path failure                     	2018-03-18 10:32:36 	Task: T_ROB11.Corner path executed as stop point due to some of the following reasons: - Time delay.- Closely programmed points.- System requires high CPU-load. Program ref. /A019_Features_11/r_A019_Drill/iGPSMoveL/1908.	{args: "T_ROB11", "/A019_Features_11/r_A019_Drill/iGPSMoveL/1908"}
